timestamp,region,temperature_C,energy_usage_kWh,humidity,weather_condition
03/08/2024 03:00,London,14.33,433.65,72.6,Windy
03/08/2024 04:00,London,15.62,439.47,57.9,Sunny
03/08/2024 05:00,London,14.25,434.66,43.9,Rainy
03/08/2024 06:00,London,14.04,443.92,43.4,Foggy
03/08/2024 07:00,London,15.54,424.08,81.7,Cloudy
03/08/2024 08:00,London,13.49,458.04,67,Windy
03/08/2024 09:00,London,13.61,430.34,84.8,Sunny
03/08/2024 10:00,London,13.58,384.19,53.5,Cloudy
03/08/2024 11:00,London,14.37,430.49,72,Cloudy
03/08/2024 12:00,London,14.11,368.25,69.9,Sunny
03/08/2024 13:00,London,14.29,372.47,77.3,Windy
03/08/2024 14:00,London,11.56,376.37,82.9,Sunny
03/08/2024 15:00,London,14.69,393.3,57.2,Rainy
03/08/2024 16:00,London,15.93,376.44,31.8,Cloudy
03/08/2024 17:00,London,15.11,333.76,58.5,Foggy
03/08/2024 18:00,London,15.8,383.44,51.1,Foggy
03/08/2024 19:00,London,13.81,373.08,57.7,Snowy
03/08/2024 20:00,London,14.76,392.83,40.2,Sunny
03/08/2024 21:00,London,14.03,354.82,76.1,Rainy
03/08/2024 22:00,London,13.69,395.93,66.3,Snowy
03/08/2024 23:00,London,12.26,327.64,37.6,Windy
04/08/2024 00:00,London,14.95,401.5,36.2,Sunny
04/08/2024 01:00,London,14.07,380.15,79.1,Rainy
04/08/2024 02:00,London,12.35,403.12,77.8,Cloudy
04/08/2024 03:00,London,14.42,412.29,49.6,Snowy
04/08/2024 04:00,London,14.96,411.22,69,Foggy
04/08/2024 05:00,London,13.54,448.32,77.5,Rainy
04/08/2024 06:00,London,13.68,429.06,62,Foggy
04/08/2024 07:00,London,13.41,417.68,54,Foggy
04/08/2024 08:00,London,14.41,439.98,54.8,Rainy
04/08/2024 09:00,London,14.28,411.69,67.3,Rainy
04/08/2024 10:00,London,13.85,447.73,62.9,Foggy
04/08/2024 11:00,London,12.63,443.98,88.4,Foggy
04/08/2024 12:00,London,14.16,392.41,53,Snowy
04/08/2024 13:00,London,15.01,344.41,50.4,Windy
04/08/2024 14:00,London,15.44,413.36,78.8,Rainy
04/08/2024 15:00,London,15.14,325.96,65.5,Rainy
04/08/2024 16:00,London,14.82,394.63,77.1,Cloudy
04/08/2024 17:00,London,15.6,329.59,56.1,Foggy
04/08/2024 18:00,London,15.07,392.32,77.2,Sunny
04/08/2024 19:00,London,14.09,328.7,62.7,Foggy
04/08/2024 20:00,London,14.88,382.79,44.2,Sunny
04/08/2024 21:00,London,13.92,344.19,69.8,Sunny
04/08/2024 22:00,London,15.04,360.83,34.7,Snowy
04/08/2024 23:00,London,14.45,416.92,85.9,Snowy
05/08/2024 00:00,London,12.27,412.32,64.5,Sunny
05/08/2024 01:00,London,13.73,400.75,59.2,Windy
05/08/2024 02:00,London,14.45,398.44,65.5,Windy
05/08/2024 03:00,London,12.76,386.35,57.8,Foggy
05/08/2024 04:00,London,15.16,420.86,63.3,Sunny
05/08/2024 05:00,London,14.5,422.53,79.3,Rainy
05/08/2024 06:00,London,12.77,446.62,40.6,Cloudy
05/08/2024 07:00,London,14.26,427.5,87.4,Foggy
05/08/2024 08:00,London,14.23,409.09,34.2,Sunny
05/08/2024 09:00,London,14.99,447.88,36.5,Cloudy
05/08/2024 10:00,London,14.69,406.43,78.8,Cloudy
05/08/2024 11:00,London,13.99,435.74,76.3,Snowy
05/08/2024 12:00,London,15.21,434.04,52.7,Foggy
05/08/2024 13:00,London,13.15,366.56,59.7,Sunny
05/08/2024 14:00,London,14.07,382.59,69.6,Rainy
05/08/2024 15:00,London,13.79,358.5,35.4,Sunny
05/08/2024 16:00,London,15.2,358.21,79,Foggy
05/08/2024 17:00,London,12.72,334.1,83.2,Windy
05/08/2024 18:00,London,14.18,414.8,84.2,Snowy
05/08/2024 19:00,London,12.96,349.79,68.2,Sunny
05/08/2024 20:00,London,16.34,350.34,30,Sunny
05/08/2024 21:00,London,14.39,403.81,38.8,Rainy
05/08/2024 22:00,London,12.98,368.27,39,Sunny
05/08/2024 23:00,London,13.45,353.6,61.9,Foggy
06/08/2024 00:00,London,15.38,380.64,53.4,Rainy
06/08/2024 01:00,London,12.93,393.61,64.7,Rainy
06/08/2024 02:00,London,14.74,414.22,41.7,Snowy
06/08/2024 03:00,London,13.02,428.27,70.9,Rainy
06/08/2024 04:00,London,14.62,425.85,49,Snowy
06/08/2024 05:00,London,13.57,450.56,64.2,Cloudy
06/08/2024 06:00,London,13.63,463.75,84.8,Windy
06/08/2024 07:00,London,13.05,414.63,48.3,Windy
06/08/2024 08:00,London,12.9,421.55,86.6,Windy
06/08/2024 09:00,London,13.81,393.58,56.1,Windy
06/08/2024 10:00,London,13.9,423.27,89,Cloudy
06/08/2024 11:00,London,12.34,392.08,50.7,Cloudy
06/08/2024 12:00,London,14.38,370.56,35.4,Windy
06/08/2024 13:00,London,13.49,403.96,30.5,Rainy
06/08/2024 14:00,London,15.6,381.53,89.2,Sunny
06/08/2024 15:00,London,13.64,354.58,54.3,Sunny
06/08/2024 16:00,London,14.72,381.04,37.7,Rainy
06/08/2024 17:00,London,12.65,372.66,47.7,Foggy
06/08/2024 18:00,London,13.2,335.92,52.2,Rainy
06/08/2024 19:00,London,13.65,374.28,62.9,Foggy
06/08/2024 20:00,London,14.12,364.02,33.2,Foggy
06/08/2024 21:00,London,14.16,373.96,72.2,Windy
06/08/2024 22:00,London,13.69,385.37,79.2,Snowy
06/08/2024 23:00,London,13.15,395.21,51.6,Windy
07/08/2024 00:00,London,14.54,404.55,81.7,Sunny
07/08/2024 01:00,London,14.43,409.97,81.9,Foggy
07/08/2024 02:00,London,14.85,364.66,44.1,Foggy
07/08/2024 03:00,London,14.53,457.69,72.1,Foggy
07/08/2024 04:00,London,13.06,409.72,53.7,Rainy
07/08/2024 05:00,London,14.97,409.76,49.1,Foggy
07/08/2024 06:00,London,13.01,433.02,53,Snowy
07/08/2024 07:00,London,12.88,445.79,52.9,Foggy
07/08/2024 08:00,London,12.89,431.6,62.7,Cloudy
07/08/2024 09:00,London,13.97,451.46,69.7,Rainy
07/08/2024 10:00,London,14.85,399.5,58.5,Windy
07/08/2024 11:00,London,12.42,417.43,41.3,Sunny
07/08/2024 12:00,London,13.03,383.85,53.1,Rainy
07/08/2024 13:00,London,12.62,394.04,85.5,Rainy
07/08/2024 14:00,London,13.03,370.34,80.4,Sunny
07/08/2024 15:00,London,13.66,366.62,39.3,Snowy
07/08/2024 16:00,London,14.34,351.89,89.8,Cloudy
07/08/2024 17:00,London,12.94,315.65,70.2,Sunny
07/08/2024 18:00,London,13.78,348.37,38.1,Windy
07/08/2024 19:00,London,12.97,354.09,34.3,Windy
07/08/2024 20:00,London,14.54,378.98,30.9,Foggy
07/08/2024 21:00,London,12.15,355.73,73.3,Cloudy
07/08/2024 22:00,London,14.64,402.96,59.2,Snowy
07/08/2024 23:00,London,12.86,408.02,56.2,Rainy
08/08/2024 00:00,London,12.2,411.78,89.4,Sunny
08/08/2024 01:00,London,13.27,430.14,35.1,Sunny
08/08/2024 02:00,London,13.09,402.06,68.5,Snowy
08/08/2024 03:00,London,13.42,385.57,55,Foggy
08/08/2024 04:00,London,11.79,432.69,57.4,Foggy
08/08/2024 05:00,London,14.54,438.53,77.3,Windy
08/08/2024 06:00,London,12.3,437.3,66.3,Cloudy
08/08/2024 07:00,London,12.56,434.53,55.5,Sunny
08/08/2024 08:00,London,14.68,429.84,40.8,Rainy
08/08/2024 09:00,London,15.02,413.31,60.6,Cloudy
08/08/2024 10:00,London,13.33,409.6,63.1,Windy
08/08/2024 11:00,London,12.21,390.82,57,Foggy
08/08/2024 12:00,London,13.24,383.14,51.3,Sunny
08/08/2024 13:00,London,13.82,349.15,41.1,Foggy
08/08/2024 14:00,London,12.41,392.02,66.3,Sunny
08/08/2024 15:00,London,11.54,373.65,64.7,Rainy
08/08/2024 16:00,London,13.18,358.35,80.8,Sunny
08/08/2024 17:00,London,15.11,348.64,44.2,Foggy
08/08/2024 18:00,London,14.18,351.11,60.1,Snowy
08/08/2024 19:00,London,13.44,346.6,54.7,Foggy
08/08/2024 20:00,London,14.25,340.51,62.8,Snowy
08/08/2024 21:00,London,12.42,362.81,52,Foggy
08/08/2024 22:00,London,13.74,332.89,88.7,Foggy
08/08/2024 23:00,London,13.54,354.22,64.1,Rainy
09/08/2024 00:00,London,14.05,351.03,72.3,Windy
09/08/2024 01:00,London,15.35,390.35,36.8,Foggy
09/08/2024 02:00,London,12.56,400.8,58.9,Sunny
09/08/2024 03:00,London,13.98,432.28,71.4,Snowy
09/08/2024 04:00,London,13.15,391.85,38.5,Windy
09/08/2024 05:00,London,12.21,430.22,73.9,Windy
09/08/2024 06:00,London,14.41,448.16,89,Foggy
09/08/2024 07:00,London,13.59,443.84,89,Windy
09/08/2024 08:00,London,15.33,444.43,76.7,Sunny
09/08/2024 09:00,London,14.34,398.34,57.9,Cloudy
09/08/2024 10:00,London,14.38,415.68,34.7,Foggy
09/08/2024 11:00,London,14.07,422.34,83.4,Foggy
09/08/2024 12:00,London,13.78,385.05,35.3,Cloudy
09/08/2024 13:00,London,12.35,371.15,58.3,Sunny
09/08/2024 14:00,London,13.63,373.3,74.5,Cloudy
09/08/2024 15:00,London,13.66,378.92,87.6,Windy
09/08/2024 16:00,London,14.29,352.33,34.7,Cloudy
09/08/2024 17:00,London,12.57,357.38,68,Snowy
09/08/2024 18:00,London,15.67,354.81,77.9,Rainy
09/08/2024 19:00,London,13.12,360.43,48.7,Foggy
09/08/2024 20:00,London,14.02,365.27,33.2,Foggy
09/08/2024 21:00,London,14.79,367.45,50.6,Foggy
09/08/2024 22:00,London,14.75,372.35,76.7,Windy
09/08/2024 23:00,London,14.93,401.22,58.1,Sunny
10/08/2024 00:00,London,14.21,401.2,60.8,Cloudy
10/08/2024 01:00,London,15.59,416.92,58.2,Foggy
10/08/2024 02:00,London,12.44,409.61,74,Sunny
10/08/2024 03:00,London,13.02,453.96,55.3,Foggy
10/08/2024 04:00,London,14.54,459.43,87.6,Sunny
10/08/2024 05:00,London,12.53,444.68,77.9,Cloudy
10/08/2024 06:00,London,11.92,392.12,47.4,Sunny
10/08/2024 07:00,London,12.89,452.89,32.1,Snowy
10/08/2024 08:00,London,12.3,418.46,85.4,Sunny
10/08/2024 09:00,London,14.48,429.6,75,Windy
10/08/2024 10:00,London,15.5,404.75,73.6,Windy
10/08/2024 11:00,London,12.85,373.5,63.8,Foggy
10/08/2024 12:00,London,12.92,363.34,33.7,Rainy
10/08/2024 13:00,London,11.49,414.71,58.4,Rainy
10/08/2024 14:00,London,13.34,417.98,40.1,Windy
10/08/2024 15:00,London,12.45,349.59,33.1,Rainy
10/08/2024 16:00,London,12.51,339.22,89.4,Snowy
10/08/2024 17:00,London,14.16,359.51,78.5,Sunny
10/08/2024 18:00,London,14.16,373.72,67.5,Windy
10/08/2024 19:00,London,14.39,328.02,47.2,Sunny
10/08/2024 20:00,London,12.76,354.47,35,Cloudy
10/08/2024 21:00,London,17.02,373.61,60.3,Rainy
10/08/2024 22:00,London,13.39,379.61,81.1,Sunny
10/08/2024 23:00,London,12.68,380.69,46.7,Sunny
11/08/2024 00:00,London,14.11,383.19,38,Cloudy
11/08/2024 01:00,London,12.4,392.14,46.9,Windy
11/08/2024 02:00,London,12.83,375.81,81.5,Sunny
11/08/2024 03:00,London,12.58,383.05,30.9,Snowy
11/08/2024 04:00,London,11.92,394.18,36.7,Sunny
11/08/2024 05:00,London,14.11,450.62,40.5,Snowy
11/08/2024 06:00,London,11.62,453.75,65.5,Windy
11/08/2024 07:00,London,12.03,435.77,39.1,Sunny
11/08/2024 08:00,London,13.41,429.72,56.8,Foggy
11/08/2024 09:00,London,11.99,374.66,78.5,Windy
11/08/2024 10:00,London,12.35,411.49,45.7,Rainy
11/08/2024 11:00,London,15.11,373.11,72,Cloudy
11/08/2024 12:00,London,13.05,368.79,59.1,Snowy
11/08/2024 13:00,London,13.14,335.22,78,Sunny
11/08/2024 14:00,London,14.65,365.06,81.7,Sunny
11/08/2024 15:00,London,14.07,351.99,50.6,Snowy
11/08/2024 16:00,London,13.34,373.11,35.1,Snowy
11/08/2024 17:00,London,13.28,350.05,38.7,Sunny
11/08/2024 18:00,London,12.36,334.7,86,Snowy
11/08/2024 19:00,London,12.14,331.94,39.2,Snowy
11/08/2024 20:00,London,14.4,386.7,59.8,Windy
11/08/2024 21:00,London,11.91,364.53,89.6,Snowy
11/08/2024 22:00,London,12.84,392.52,76.2,Snowy
11/08/2024 23:00,London,13.29,373.69,44.3,Sunny
12/08/2024 00:00,London,12.27,351.52,56.4,Cloudy
12/08/2024 01:00,London,13.78,399.1,68.3,Rainy
12/08/2024 02:00,London,13.39,389.27,42.7,Foggy
12/08/2024 03:00,London,12.87,425,74.1,Windy
12/08/2024 04:00,London,14,391.68,50.7,Windy
12/08/2024 05:00,London,12.38,391.27,68.5,Sunny
12/08/2024 06:00,London,13.22,438.05,75.3,Cloudy
12/08/2024 07:00,London,12.74,405.81,37,Snowy
12/08/2024 08:00,London,12.68,461.37,40.1,Sunny
12/08/2024 09:00,London,14.21,423.79,53.9,Snowy
12/08/2024 10:00,London,13.34,401.01,48.1,Snowy
12/08/2024 11:00,London,12.11,370.81,74.8,Cloudy
12/08/2024 12:00,London,12.45,363.08,75.1,Cloudy
12/08/2024 13:00,London,12.41,370.22,62,Snowy
12/08/2024 14:00,London,12.99,350.64,52.8,Windy
12/08/2024 15:00,London,13.51,351.35,72.3,Foggy
12/08/2024 16:00,London,13.23,334.17,58.5,Rainy
12/08/2024 17:00,London,13.71,334.54,38.7,Foggy
12/08/2024 18:00,London,14.62,339.44,82.2,Foggy
12/08/2024 19:00,London,12.92,357.11,30.7,Snowy
12/08/2024 20:00,London,13.83,367.45,85.6,Windy
12/08/2024 21:00,London,14.79,368.37,56.9,Sunny
12/08/2024 22:00,London,12.95,352.45,70.7,Sunny
12/08/2024 23:00,London,12.88,401.94,87.7,Rainy
13/08/2024 00:00,London,11.49,364.19,71,Foggy
13/08/2024 01:00,London,12.66,373.78,32.5,Cloudy
13/08/2024 02:00,London,12.47,435.73,85.1,Windy
13/08/2024 03:00,London,12.58,415.72,68.2,Windy
13/08/2024 04:00,London,11.22,391.48,87.4,Rainy
13/08/2024 05:00,London,13.81,450.69,55.9,Sunny
13/08/2024 06:00,London,13.1,412.51,85.1,Snowy
13/08/2024 07:00,London,13.37,365.38,81.5,Foggy
13/08/2024 08:00,London,13.11,392.61,50.1,Foggy
13/08/2024 09:00,London,13.67,363.64,46,Windy
13/08/2024 10:00,London,12.25,398.78,35.9,Snowy
13/08/2024 11:00,London,12.12,382.91,69.3,Cloudy
13/08/2024 12:00,London,13.78,380.08,53.5,Sunny
13/08/2024 13:00,London,11.95,389.53,76.4,Windy
13/08/2024 14:00,London,13.13,367.39,74.9,Rainy
13/08/2024 15:00,London,11.99,302.71,74.1,Rainy
13/08/2024 16:00,London,11.97,327.46,65.3,Cloudy
13/08/2024 17:00,London,12.26,326.97,41.7,Foggy
13/08/2024 18:00,London,12.99,360.13,50.2,Rainy
13/08/2024 19:00,London,13.95,360.56,71.4,Snowy
13/08/2024 20:00,London,11.98,348.79,40.8,Snowy
13/08/2024 21:00,London,14.44,321.97,62.9,Snowy
13/08/2024 22:00,London,14.23,341.62,70.4,Foggy
13/08/2024 23:00,London,13.17,378.98,79.9,Snowy
14/08/2024 00:00,London,12.93,423.6,30.7,Windy
14/08/2024 01:00,London,12.44,356.05,35.9,Snowy
14/08/2024 02:00,London,13.09,394.58,36.2,Windy
14/08/2024 03:00,London,13.29,423.47,56.8,Foggy
14/08/2024 04:00,London,12.7,420.58,43.2,Sunny
14/08/2024 05:00,London,12.88,451.48,47,Rainy
14/08/2024 06:00,London,12.37,403.19,41.6,Foggy
14/08/2024 07:00,London,13.62,397.06,31.4,Rainy
14/08/2024 08:00,London,13.13,408.46,35.5,Sunny
14/08/2024 09:00,London,12.64,454.58,86.3,Sunny
14/08/2024 10:00,London,13.97,418.41,69.4,Snowy
14/08/2024 11:00,London,13.27,375.01,80.1,Foggy
14/08/2024 12:00,London,13,390.69,87,Foggy
14/08/2024 13:00,London,12.94,371.11,68.3,Snowy
14/08/2024 14:00,London,12.34,365.55,72.5,Windy
14/08/2024 15:00,London,12.21,366.3,37.2,Sunny
14/08/2024 16:00,London,10.72,373.38,81.4,Sunny
14/08/2024 17:00,London,11.43,321.07,37.8,Rainy
14/08/2024 18:00,London,13.15,351.92,69.4,Cloudy
14/08/2024 19:00,London,14.82,348.34,84,Rainy
14/08/2024 20:00,London,12.7,350.03,64,Sunny
14/08/2024 21:00,London,14.33,400.71,88,Foggy
14/08/2024 22:00,London,12.55,370.93,83.8,Rainy
14/08/2024 23:00,London,12.66,367.33,71.7,Cloudy
15/08/2024 00:00,London,14.47,359,45.2,Rainy
15/08/2024 01:00,London,10.26,393.64,58,Cloudy
15/08/2024 02:00,London,13.8,400.79,86.2,Snowy
15/08/2024 03:00,London,13.1,419.26,68.3,Windy
15/08/2024 04:00,London,12.71,421.34,85.4,Windy
15/08/2024 05:00,London,13.14,374.81,46.6,Snowy
15/08/2024 06:00,London,12.71,383.82,55.6,Foggy
15/08/2024 07:00,London,12.56,404.08,84.2,Windy
15/08/2024 08:00,London,13.63,415.1,76.2,Snowy
15/08/2024 09:00,London,13.07,400.38,49.4,Windy
15/08/2024 10:00,London,13.65,364.45,39.7,Snowy
15/08/2024 11:00,London,11.7,413.02,34.4,Snowy
15/08/2024 12:00,London,12.16,334.6,76.6,Windy
15/08/2024 13:00,London,14.05,389.29,53,Snowy
15/08/2024 14:00,London,13.31,360.53,50,Windy
15/08/2024 15:00,London,14.26,376,33.6,Windy
15/08/2024 16:00,London,14.14,358.74,87.3,Sunny
15/08/2024 17:00,London,12.72,333.07,45.9,Sunny
15/08/2024 18:00,London,11.33,349.81,56.4,Snowy
15/08/2024 19:00,London,13.18,334.06,59.5,Windy
15/08/2024 20:00,London,13.21,338.18,85.7,Cloudy
15/08/2024 21:00,London,13.46,333.18,66.6,Windy
15/08/2024 22:00,London,11.54,353.83,40.7,Sunny
15/08/2024 23:00,London,13.42,344.57,59.5,Snowy
16/08/2024 00:00,London,13.5,343.2,38.6,Sunny
16/08/2024 01:00,London,12.21,357.52,76.1,Rainy
16/08/2024 02:00,London,9.84,402.18,43.1,Sunny
16/08/2024 03:00,London,12.27,374.7,68.6,Cloudy
16/08/2024 04:00,London,11.94,417.45,84.8,Snowy
16/08/2024 05:00,London,12.08,408.4,72.9,Windy
16/08/2024 06:00,London,12.05,402.01,36.2,Foggy
16/08/2024 07:00,London,11.86,399.88,34.4,Foggy
16/08/2024 08:00,London,11.7,388.27,64.3,Snowy
16/08/2024 09:00,London,12.07,389.84,45,Rainy
16/08/2024 10:00,London,11.38,410.17,56.8,Foggy
16/08/2024 11:00,London,13.69,385.78,83.8,Sunny
16/08/2024 12:00,London,12.52,362.2,38.9,Rainy
16/08/2024 13:00,London,13.52,401.08,68.4,Windy
16/08/2024 14:00,London,12.29,346.82,86,Snowy
16/08/2024 15:00,London,12.79,352.03,69.9,Sunny
16/08/2024 16:00,London,11.95,352.9,46,Cloudy
16/08/2024 17:00,London,13.39,324.01,72,Windy
16/08/2024 18:00,London,14.99,307.78,84.3,Cloudy
16/08/2024 19:00,London,11.6,344.4,64.5,Rainy
16/08/2024 20:00,London,14.7,332.23,60.9,Sunny
16/08/2024 21:00,London,11.39,360.44,86.4,Sunny
16/08/2024 22:00,London,12.2,370.55,59.4,Cloudy
16/08/2024 23:00,London,12.38,349.17,56.2,Sunny
17/08/2024 00:00,London,14.66,315.52,80.6,Sunny
17/08/2024 01:00,London,14.13,402.97,76.9,Sunny
17/08/2024 02:00,London,11.56,430.79,77.1,Rainy
17/08/2024 03:00,London,10.94,421.26,62.4,Rainy
17/08/2024 04:00,London,10.22,384.14,30.2,Snowy
17/08/2024 05:00,London,11.16,395.78,87.2,Foggy
17/08/2024 06:00,London,12.32,395.55,79.1,Snowy
17/08/2024 07:00,London,10.27,420.06,58.9,Sunny
17/08/2024 08:00,London,12.36,415.23,64,Sunny
17/08/2024 09:00,London,12.48,420.18,86.1,Windy
17/08/2024 10:00,London,12.23,413.59,51.5,Cloudy
17/08/2024 11:00,London,11.53,369.93,70.9,Sunny
17/08/2024 12:00,London,13.68,401.72,54,Foggy
17/08/2024 13:00,London,12.88,347.13,67.9,Foggy
17/08/2024 14:00,London,11.34,382.44,87.5,Snowy
17/08/2024 15:00,London,13.58,346.85,35.4,Windy
17/08/2024 16:00,London,14.65,351.35,62.1,Rainy
17/08/2024 17:00,London,11.2,332.91,87.7,Windy
17/08/2024 18:00,London,12.31,338.88,34.8,Sunny
17/08/2024 19:00,London,13.56,319.3,57.6,Windy
17/08/2024 20:00,London,10.98,354.22,76,Cloudy
17/08/2024 21:00,London,11.8,396.59,68.9,Rainy
17/08/2024 22:00,London,13.25,345.37,40.6,Rainy
17/08/2024 23:00,London,13.52,379.52,32.4,Snowy
18/08/2024 00:00,London,12.79,370.77,53,Sunny
18/08/2024 01:00,London,12.58,340.81,41.5,Foggy
18/08/2024 02:00,London,13.48,323.15,71.8,Foggy
18/08/2024 03:00,London,11.72,367.69,83.8,Windy
18/08/2024 04:00,London,11.66,404.05,67.8,Rainy
18/08/2024 05:00,London,10.96,353.77,51.6,Cloudy
18/08/2024 06:00,London,12.37,452.26,35.1,Cloudy
18/08/2024 07:00,London,11.81,428.45,68,Sunny
18/08/2024 08:00,London,13.67,367.53,74.1,Sunny
18/08/2024 09:00,London,11.7,374.08,38.4,Cloudy
18/08/2024 10:00,London,11.35,425.91,41.6,Sunny
18/08/2024 11:00,London,12.38,398.65,73.2,Cloudy
18/08/2024 12:00,London,12.12,349,65.6,Cloudy
18/08/2024 13:00,London,12.84,388.6,59.4,Cloudy
18/08/2024 14:00,London,12.48,364.33,33.8,Windy
18/08/2024 15:00,London,10.93,360.96,62.4,Foggy
18/08/2024 16:00,London,13.51,348.98,48.5,Cloudy
18/08/2024 17:00,London,10.36,369.88,62,Foggy
18/08/2024 18:00,London,11.22,343.65,80.1,Rainy
18/08/2024 19:00,London,13.11,358.76,57,Rainy
18/08/2024 20:00,London,10.36,343.24,89.8,Sunny
18/08/2024 21:00,London,12.21,375.6,32.2,Cloudy
18/08/2024 22:00,London,12.62,383.51,33.4,Rainy
18/08/2024 23:00,London,12.7,362.07,77.3,Snowy
19/08/2024 00:00,London,12.21,402.32,32.6,Sunny
19/08/2024 01:00,London,10.72,399.59,37.1,Cloudy
19/08/2024 02:00,London,11.38,373.59,78.4,Cloudy
19/08/2024 03:00,London,13.04,380.48,70,Windy
19/08/2024 04:00,London,12.39,394.28,57.5,Rainy
19/08/2024 05:00,London,9.66,417.32,70.7,Rainy
19/08/2024 06:00,London,12.14,370.84,82.5,Snowy
19/08/2024 07:00,London,11.31,371.63,38.9,Cloudy
19/08/2024 08:00,London,12.74,431.81,64.8,Foggy
19/08/2024 09:00,London,12.86,417.93,85.5,Snowy
19/08/2024 10:00,London,11.49,401.38,32.2,Windy
19/08/2024 11:00,London,12,385.18,38.5,Sunny
19/08/2024 12:00,London,12.97,395.36,69.2,Cloudy
19/08/2024 13:00,London,11.62,334.07,58.3,Sunny
19/08/2024 14:00,London,11.83,348.87,85.1,Windy
19/08/2024 15:00,London,12.3,362.22,32.7,Snowy
19/08/2024 16:00,London,10.1,326.23,72.1,Foggy
19/08/2024 17:00,London,11.05,360.95,37.8,Foggy
19/08/2024 18:00,London,11.8,324.41,40.3,Rainy
19/08/2024 19:00,London,12.55,324.07,33,Foggy
19/08/2024 20:00,London,12,375.93,48.4,Foggy
19/08/2024 21:00,London,13.8,337.41,77.6,Snowy
19/08/2024 22:00,London,11.83,340.88,57.4,Cloudy
19/08/2024 23:00,London,10.09,382.95,40.2,Rainy
20/08/2024 00:00,London,14.28,361.66,65.5,Sunny
20/08/2024 01:00,London,11.05,374.66,79.1,Rainy
20/08/2024 02:00,London,11.95,366.34,36.4,Foggy
20/08/2024 03:00,London,11.4,417.03,59.8,Rainy
20/08/2024 04:00,London,11.99,428.03,78,Windy
20/08/2024 05:00,London,12.23,384.54,43.2,Snowy
20/08/2024 06:00,London,11.29,412.55,78.3,Sunny
20/08/2024 07:00,London,10.74,381.27,55.6,Foggy
20/08/2024 08:00,London,10.67,412.93,78.7,Snowy
20/08/2024 09:00,London,11.5,420.38,88.9,Snowy
20/08/2024 10:00,London,10.97,339.91,70.7,Sunny
20/08/2024 11:00,London,11.73,413.07,49.5,Snowy
20/08/2024 12:00,London,11.9,343.09,88.6,Foggy
20/08/2024 13:00,London,10.24,384.9,64.6,Snowy
20/08/2024 14:00,London,11.06,382.84,38.2,Snowy
20/08/2024 15:00,London,12.52,328.94,80.2,Rainy
20/08/2024 16:00,London,13.03,319.96,77.6,Snowy
20/08/2024 17:00,London,10.42,317.4,75.9,Sunny
20/08/2024 18:00,London,12.63,356.24,65.6,Cloudy
20/08/2024 19:00,London,11.47,297.37,50.1,Rainy
20/08/2024 20:00,London,10.31,317.09,37.2,Cloudy
20/08/2024 21:00,London,10.57,349.64,38.5,Rainy
20/08/2024 22:00,London,13.8,367.92,54.9,Foggy
20/08/2024 23:00,London,10.73,347.05,71.8,Foggy
21/08/2024 00:00,London,11.21,377.03,63.2,Snowy
21/08/2024 01:00,London,13.28,369.45,56.3,Foggy
21/08/2024 02:00,London,13.25,429.78,85.5,Windy
21/08/2024 03:00,London,11.36,387.84,32.4,Cloudy
21/08/2024 04:00,London,11.35,402.47,36,Rainy
21/08/2024 05:00,London,11.35,422.59,80.8,Windy
21/08/2024 06:00,London,10.16,395.48,66.7,Rainy
21/08/2024 07:00,London,12.04,422.31,76.7,Rainy
21/08/2024 08:00,London,13.91,375.44,30.9,Windy
21/08/2024 09:00,London,11.06,350.03,59.2,Snowy
21/08/2024 10:00,London,10.6,352.33,30.4,Rainy
21/08/2024 11:00,London,11.19,374.23,40.8,Sunny
21/08/2024 12:00,London,12.18,363.27,35.3,Foggy
21/08/2024 13:00,London,12.18,361.97,69.1,Rainy
21/08/2024 14:00,London,10.68,317.06,83.2,Snowy
21/08/2024 15:00,London,12.3,376.06,55,Windy
21/08/2024 16:00,London,14.25,355.98,78.4,Windy
21/08/2024 17:00,London,13.17,342.81,76.4,Sunny
21/08/2024 18:00,London,12.01,334.54,71.5,Sunny
21/08/2024 19:00,London,11.61,345.72,42.4,Rainy
21/08/2024 20:00,London,11.19,334.32,68.4,Windy
21/08/2024 21:00,London,10.53,352.63,61.4,Cloudy
21/08/2024 22:00,London,10.75,351.46,54.7,Cloudy
21/08/2024 23:00,London,12.21,371.41,86.3,Snowy
22/08/2024 00:00,London,12.33,363.73,66.6,Foggy
22/08/2024 01:00,London,12.05,367.79,32.3,Windy
22/08/2024 02:00,London,9.59,397,40.8,Snowy
22/08/2024 03:00,London,11.86,414.29,60,Foggy
22/08/2024 04:00,London,11.53,367.8,87,Cloudy
22/08/2024 05:00,London,11.47,421.28,67.6,Snowy
22/08/2024 06:00,London,12.04,401.86,77,Sunny
22/08/2024 07:00,London,9.9,383.02,50.9,Snowy
22/08/2024 08:00,London,12.04,366.56,30.3,Cloudy
22/08/2024 09:00,London,11.24,394.79,44.1,Foggy
22/08/2024 10:00,London,12.71,398.69,37.1,Sunny
22/08/2024 11:00,London,12.52,383.56,61.8,Sunny
22/08/2024 12:00,London,10.71,355.72,35.7,Snowy
22/08/2024 13:00,London,10.63,370.29,51.7,Windy
22/08/2024 14:00,London,10.87,341.72,75.7,Windy
22/08/2024 15:00,London,11.58,374.8,62.4,Foggy
22/08/2024 16:00,London,12.22,320.67,43.2,Cloudy
